country,year,pegged,member_of_currency_union
CAF,2006,TRUE,TRUE
CAF,2007,TRUE,TRUE
CAF,2008,TRUE,TRUE
CAF,2009,TRUE,TRUE
CAF,2010,TRUE,TRUE
CAF,2011,TRUE,TRUE
CAF,2012,TRUE,TRUE
CAF,2013,TRUE,TRUE
CAF,2014,TRUE,TRUE
CAF,2015,TRUE,TRUE
CAF,2016,TRUE,TRUE
CAF,2017,TRUE,TRUE
CAF,2018,TRUE,TRUE
CAF,2019,TRUE,TRUE
CAF,2020,TRUE,TRUE
CAF,2021,TRUE,TRUE
CAF,2022,TRUE,TRUE
CAF,2023,TRUE,TRUE
CAN,1997,FALSE,FALSE
CAN,1998,FALSE,FALSE
CAN,1999,FALSE,FALSE
CAN,2000,FALSE,FALSE
CAN,2001,FALSE,FALSE
CAN,2002,FALSE,FALSE
CAN,2003,FALSE,FALSE
CAN,2004,FALSE,FALSE
CAN,2005,FALSE,FALSE
CAN,2006,FALSE,FALSE
CAN,2007,FALSE,FALSE
CAN,2008,FALSE,FALSE
CAN,2009,FALSE,FALSE
CAN,2010,FALSE,FALSE
CAN,2011,FALSE,FALSE
CAN,2012,FALSE,FALSE
CAN,2013,FALSE,FALSE
CAN,2014,FALSE,FALSE
CAN,2015,FALSE,FALSE
CAN,2016,FALSE,FALSE
CAN,2017,FALSE,FALSE
CAN,2018,FALSE,FALSE
CAN,2019,FALSE,FALSE
CAN,2020,FALSE,FALSE
CAN,2021,FALSE,FALSE
CAN,2022,FALSE,FALSE
CAN,2023,FALSE,FALSE
CHE,1997,FALSE,FALSE
CHE,1998,FALSE,FALSE
CHE,1999,FALSE,FALSE
CHE,2000,FALSE,FALSE
CHE,2001,FALSE,FALSE
CHE,2002,FALSE,FALSE
CHE,2003,FALSE,FALSE
CHE,2004,FALSE,FALSE
CHE,2005,FALSE,FALSE
CHE,2006,FALSE,FALSE
CHE,2007,FALSE,FALSE
CHE,2008,FALSE,FALSE
CHE,2009,FALSE,FALSE
CHE,2010,FALSE,FALSE
CHE,2011,FALSE,FALSE
CHE,2012,FALSE,FALSE
CHE,2013,FALSE,FALSE
CHE,2014,FALSE,FALSE
CHE,2015,FALSE,FALSE
CHE,2016,FALSE,FALSE
CHE,2017,FALSE,FALSE
CHE,2018,FALSE,FALSE
CHE,2019,FALSE,FALSE
CHE,2020,FALSE,FALSE
CHE,2021,FALSE,FALSE
CHE,2022,FALSE,FALSE
CHE,2023,FALSE,FALSE
CHL,1997,FALSE,FALSE
CHL,1998,FALSE,FALSE
CHL,1999,FALSE,FALSE
CHL,2000,FALSE,FALSE
CHL,2001,FALSE,FALSE
CHL,2002,FALSE,FALSE
CHL,2003,FALSE,FALSE
CHL,2004,FALSE,FALSE
CHL,2005,FALSE,FALSE
CHL,2006,FALSE,FALSE
CHL,2007,FALSE,FALSE
CHL,2008,FALSE,FALSE
CHL,2009,FALSE,FALSE
CHL,2010,FALSE,FALSE
CHL,2011,FALSE,FALSE
CHL,2012,FALSE,FALSE
CHL,2013,FALSE,FALSE
CHL,2014,FALSE,FALSE
CHL,2015,FALSE,FALSE
CHL,2016,FALSE,FALSE
CHL,2017,FALSE,FALSE
CHL,2018,FALSE,FALSE
CHL,2019,FALSE,FALSE
CHL,2020,FALSE,FALSE
CHL,2021,FALSE,FALSE
CHL,2022,FALSE,FALSE
CHL,2023,FALSE,FALSE
CHN,1997,TRUE,FALSE
CHN,1998,TRUE,FALSE
CHN,1999,TRUE,FALSE
CHN,2000,TRUE,FALSE
CHN,2001,TRUE,FALSE
CHN,2002,TRUE,FALSE
CHN,2003,TRUE,FALSE
CHN,2004,TRUE,FALSE
CHN,2005,TRUE,FALSE
CHN,2006,FALSE,FALSE
CHN,2007,FALSE,FALSE
CHN,2008,FALSE,FALSE
CHN,2009,FALSE,FALSE
CHN,2010,FALSE,FALSE
CHN,2011,FALSE,FALSE
CHN,2012,FALSE,FALSE
CHN,2013,FALSE,FALSE
CHN,2014,FALSE,FALSE
CHN,2015,FALSE,FALSE
CHN,2016,FALSE,FALSE
CHN,2017,FALSE,FALSE
CHN,2018,FALSE,FALSE
CHN,2019,FALSE,FALSE
CHN,2020,FALSE,FALSE
CHN,2021,FALSE,FALSE
CHN,2022,FALSE,FALSE
CHN,2023,FALSE,FALSE
CIV,1997,TRUE,TRUE
CIV,1998,TRUE,TRUE
CIV,1999,TRUE,TRUE
CIV,2000,TRUE,TRUE
CIV,2001,TRUE,TRUE
CIV,2002,TRUE,TRUE
CIV,2003,TRUE,TRUE
CIV,2004,TRUE,TRUE
CIV,2005,TRUE,TRUE
CIV,2006,TRUE,TRUE
CIV,2007,TRUE,TRUE
CIV,2008,TRUE,TRUE
CIV,2009,TRUE,TRUE
CIV,2010,TRUE,TRUE
CIV,2011,TRUE,TRUE
CIV,2012,TRUE,TRUE
CIV,2013,TRUE,TRUE
CIV,2014,TRUE,TRUE
CIV,2015,TRUE,TRUE
CIV,2016,TRUE,TRUE
CIV,2017,TRUE,TRUE
CIV,2018,TRUE,TRUE
CIV,2019,TRUE,TRUE
CIV,2020,TRUE,TRUE
CIV,2021,TRUE,TRUE
CIV,2022,TRUE,TRUE
CIV,2023,TRUE,TRUE
CMR,1997,TRUE,TRUE
CMR,1998,TRUE,TRUE
CMR,1999,TRUE,TRUE
CMR,2000,TRUE,TRUE
CMR,2001,TRUE,TRUE
CMR,2002,TRUE,TRUE
CMR,2003,TRUE,TRUE
CMR,2004,TRUE,TRUE
CMR,2005,TRUE,TRUE
CMR,2006,TRUE,TRUE
CMR,2007,TRUE,TRUE
CMR,2008,TRUE,TRUE
CMR,2009,TRUE,TRUE
CMR,2010,TRUE,TRUE
CMR,2011,TRUE,TRUE
CMR,2012,TRUE,TRUE
CMR,2013,TRUE,TRUE
CMR,2014,TRUE,TRUE
CMR,2015,TRUE,TRUE
CMR,2016,TRUE,TRUE
CMR,2017,TRUE,TRUE
CMR,2018,TRUE,TRUE
CMR,2019,TRUE,TRUE
CMR,2020,TRUE,TRUE
CMR,2021,TRUE,TRUE
CMR,2022,TRUE,TRUE
CMR,2023,TRUE,TRUE
COD,1997,FALSE,FALSE
COD,1998,FALSE,FALSE
COD,1999,FALSE,FALSE
COD,2000,FALSE,FALSE
COD,2001,FALSE,FALSE
COD,2002,FALSE,FALSE
COD,2003,FALSE,FALSE
COD,2004,FALSE,FALSE
COD,2005,FALSE,FALSE
COD,2006,FALSE,FALSE
COD,2007,FALSE,FALSE
COD,2008,FALSE,FALSE
COD,2009,FALSE,FALSE
COD,2010,FALSE,FALSE
COD,2011,FALSE,FALSE
COD,2012,FALSE,FALSE
COD,2013,FALSE,FALSE
COD,2014,FALSE,FALSE
COD,2015,FALSE,FALSE
COD,2016,FALSE,FALSE
COD,2017,FALSE,FALSE
COD,2018,FALSE,FALSE
COD,2019,FALSE,FALSE
COD,2020,FALSE,FALSE
COD,2021,FALSE,FALSE
COD,2022,FALSE,FALSE
COD,2023,FALSE,FALSE
COG,1997,TRUE,TRUE
COG,1998,TRUE,TRUE
COG,1999,TRUE,TRUE
COG,2000,TRUE,TRUE
COG,2001,TRUE,TRUE
COG,2002,TRUE,TRUE
COG,2003,TRUE,TRUE
COG,2004,TRUE,TRUE
COG,2005,TRUE,TRUE
COG,2006,TRUE,TRUE
COG,2007,TRUE,TRUE
COG,2008,TRUE,TRUE
COG,2009,TRUE,TRUE
COG,2010,TRUE,TRUE
COG,2011,TRUE,TRUE
COG,2012,TRUE,TRUE
COG,2013,TRUE,TRUE
COG,2014,TRUE,TRUE
COG,2015,TRUE,TRUE
COG,2016,TRUE,TRUE
COG,2017,TRUE,TRUE
COG,2018,TRUE,TRUE
COG,2019,TRUE,TRUE
COG,2020,TRUE,TRUE
COG,2021,TRUE,TRUE
COG,2022,TRUE,TRUE
COG,2023,TRUE,TRUE
COL,1997,FALSE,FALSE
COL,1998,FALSE,FALSE
COL,1999,FALSE,FALSE
COL,2000,FALSE,FALSE
COL,2001,FALSE,FALSE
COL,2002,FALSE,FALSE
COL,2003,FALSE,FALSE
COL,2004,FALSE,FALSE
COL,2005,FALSE,FALSE
COL,2006,FALSE,FALSE
COL,2007,FALSE,FALSE
COL,2008,FALSE,FALSE
COL,2009,FALSE,FALSE
COL,2010,FALSE,FALSE
COL,2011,FALSE,FALSE
COL,2012,FALSE,FALSE
COL,2013,FALSE,FALSE
COL,2014,FALSE,FALSE
COL,2015,FALSE,FALSE
COL,2016,FALSE,FALSE
COL,2017,FALSE,FALSE
COL,2018,FALSE,FALSE
COL,2019,FALSE,FALSE
COL,2020,FALSE,FALSE
COL,2021,FALSE,FALSE
COL,2022,FALSE,FALSE
COL,2023,FALSE,FALSE
COM,1997,TRUE,FALSE
COM,1998,TRUE,FALSE
COM,1999,TRUE,FALSE
COM,2000,TRUE,FALSE
COM,2001,TRUE,FALSE
COM,2002,TRUE,FALSE
COM,2003,TRUE,FALSE
COM,2004,TRUE,FALSE
COM,2005,TRUE,FALSE
COM,2006,TRUE,FALSE
COM,2007,TRUE,FALSE
COM,2008,TRUE,FALSE
COM,2009,TRUE,FALSE
COM,2010,TRUE,FALSE
COM,2011,TRUE,FALSE
COM,2012,TRUE,FALSE
COM,2013,TRUE,FALSE
COM,2014,TRUE,FALSE
COM,2015,TRUE,FALSE
COM,2016,TRUE,FALSE
COM,2017,TRUE,FALSE
COM,2018,TRUE,FALSE
COM,2019,TRUE,FALSE
COM,2020,TRUE,FALSE
COM,2021,TRUE,FALSE
COM,2022,TRUE,FALSE
COM,2023,TRUE,FALSE
CPV,1997,TRUE,FALSE
CPV,1998,TRUE,FALSE
CPV,1999,TRUE,FALSE
CPV,2000,TRUE,FALSE
CPV,2001,TRUE,FALSE
CPV,2002,TRUE,FALSE
CPV,2003,TRUE,FALSE
CPV,2004,TRUE,FALSE
CPV,2005,TRUE,FALSE
CPV,2006,TRUE,FALSE
CPV,2007,TRUE,FALSE
CPV,2008,TRUE,FALSE
CPV,2009,TRUE,FALSE
CPV,2010,TRUE,FALSE
CPV,2011,TRUE,FALSE
CPV,2012,TRUE,FALSE
CPV,2013,TRUE,FALSE
CPV,2014,TRUE,FALSE
CPV,2015,TRUE,FALSE
CPV,2016,TRUE,FALSE
CPV,2017,TRUE,FALSE
CPV,2018,TRUE,FALSE
CPV,2019,TRUE,FALSE
CPV,2020,TRUE,FALSE
CPV,2021,TRUE,FALSE
CPV,2022,TRUE,FALSE
CPV,2023,TRUE,FALSE
CRI,1997,FALSE,FALSE
CRI,1998,FALSE,FALSE
CRI,1999,FALSE,FALSE
CRI,2000,FALSE,FALSE
CRI,2001,FALSE,FALSE
CRI,2002,FALSE,FALSE
CRI,2003,FALSE,FALSE
CRI,2004,FALSE,FALSE
CRI,2005,FALSE,FALSE
CRI,2006,FALSE,FALSE
CRI,2007,FALSE,FALSE
CRI,2008,FALSE,FALSE
CRI,2009,FALSE,FALSE
CRI,2010,FALSE,FALSE
CRI,2011,FALSE,FALSE
CRI,2012,FALSE,FALSE
CRI,2013,FALSE,FALSE
CRI,2014,FALSE,FALSE
CRI,2015,FALSE,FALSE
CRI,2016,FALSE,FALSE
CRI,2017,FALSE,FALSE
CRI,2018,FALSE,FALSE
CRI,2019,FALSE,FALSE
CRI,2020,FALSE,FALSE
CRI,2021,FALSE,FALSE
CRI,2022,FALSE,FALSE
CRI,2023,FALSE,FALSE
CUB,1997,FALSE,FALSE
CUB,1998,FALSE,FALSE
CUB,1999,FALSE,FALSE
CUB,2000,FALSE,FALSE
CUB,2001,FALSE,FALSE
CUB,2002,FALSE,FALSE
CUB,2003,FALSE,FALSE
CUB,2004,FALSE,FALSE
CUB,2005,FALSE,FALSE
CUB,2006,FALSE,FALSE
CUB,2007,FALSE,FALSE
CUB,2008,FALSE,FALSE
CUB,2009,FALSE,FALSE
CUB,2010,FALSE,FALSE
CUB,2011,FALSE,FALSE
CUB,2012,FALSE,FALSE
CUB,2013,FALSE,FALSE
CUB,2014,FALSE,FALSE
CUB,2015,FALSE,FALSE
CUB,2016,FALSE,FALSE
CUB,2017,FALSE,FALSE
CUB,2018,FALSE,FALSE
CUB,2019,FALSE,FALSE
CUB,2020,FALSE,FALSE
CUB,2021,FALSE,FALSE
CUB,2022,FALSE,FALSE
CUB,2023,FALSE,FALSE
CUW,1997,TRUE,FALSE
CUW,1998,TRUE,FALSE
CUW,1999,TRUE,FALSE
CUW,2000,TRUE,FALSE
CUW,2001,TRUE,FALSE
CUW,2002,TRUE,FALSE
CUW,2003,TRUE,FALSE
CUW,2004,TRUE,FALSE
CUW,2005,TRUE,FALSE
CUW,2006,TRUE,FALSE
CUW,2007,TRUE,FALSE
CUW,2008,TRUE,FALSE
CUW,2009,TRUE,FALSE
CUW,2010,TRUE,FALSE
CUW,2011,TRUE,FALSE
CUW,2012,TRUE,FALSE
CUW,2013,TRUE,FALSE
CUW,2014,TRUE,FALSE
CUW,2015,TRUE,FALSE
CUW,2016,TRUE,FALSE
CUW,2017,TRUE,FALSE
CUW,2018,TRUE,FALSE
CUW,2019,TRUE,FALSE
CUW,2020,TRUE,FALSE
CUW,2021,TRUE,FALSE
CUW,2022,TRUE,FALSE
CUW,2023,TRUE,FALSE
CYP,1997,FALSE,FALSE
CYP,1998,FALSE,FALSE
CYP,1999,FALSE,FALSE
CYP,2000,FALSE,FALSE
CYP,2001,FALSE,FALSE
CYP,2002,FALSE,FALSE
CYP,2003,FALSE,FALSE
CYP,2004,FALSE,FALSE
CYP,2005,FALSE,FALSE
CYP,2006,FALSE,FALSE
CYP,2007,FALSE,FALSE
CYP,2008,FALSE,TRUE
CYP,2009,FALSE,TRUE
CYP,2010,FALSE,TRUE
CYP,2011,FALSE,TRUE
CYP,2012,FALSE,TRUE
CYP,2013,FALSE,TRUE
CYP,2014,FALSE,TRUE
CYP,2015,FALSE,TRUE
CYP,2016,FALSE,TRUE
CYP,2017,FALSE,TRUE
CYP,2018,FALSE,TRUE
CYP,2019,FALSE,TRUE
CYP,2020,FALSE,TRUE
CYP,2021,FALSE,TRUE
CYP,2022,FALSE,TRUE
CYP,2023,FALSE,TRUE
CZE,1997,FALSE,FALSE
CZE,1998,FALSE,FALSE
CZE,1999,FALSE,FALSE
CZE,2000,FALSE,FALSE
CZE,2001,FALSE,FALSE
CZE,2002,FALSE,FALSE
CZE,2003,FALSE,FALSE
CZE,2004,FALSE,FALSE
CZE,2005,FALSE,FALSE
CZE,2006,FALSE,FALSE
CZE,2007,FALSE,FALSE
CZE,2008,FALSE,FALSE
CZE,2009,FALSE,FALSE
CZE,2010,FALSE,FALSE
CZE,2011,FALSE,FALSE
CZE,2012,FALSE,FALSE
CZE,2013,FALSE,FALSE
CZE,2014,FALSE,FALSE
CZE,2015,FALSE,FALSE
CZE,2016,FALSE,FALSE
CZE,2017,FALSE,FALSE
CZE,2018,FALSE,FALSE
CZE,2019,FALSE,FALSE
CZE,2020,FALSE,FALSE
CZE,2021,FALSE,FALSE
CZE,2022,FALSE,FALSE
CZE,2023,FALSE,FALSE
DEU,1997,FALSE,FALSE
DEU,1998,FALSE,TRUE
DEU,1999,FALSE,TRUE
DEU,2000,FALSE,TRUE
DEU,2001,FALSE,TRUE
DEU,2002,FALSE,TRUE
DEU,2003,FALSE,TRUE
DEU,2004,FALSE,TRUE
DEU,2005,FALSE,TRUE
DEU,2006,FALSE,TRUE
DEU,2007,FALSE,TRUE
DEU,2008,FALSE,TRUE
DEU,2009,FALSE,TRUE
DEU,2010,FALSE,TRUE
DEU,2011,FALSE,TRUE
DEU,2012,FALSE,TRUE
DEU,2013,FALSE,TRUE
DEU,2014,FALSE,TRUE
DEU,2015,FALSE,TRUE
DEU,2016,FALSE,TRUE
DEU,2017,FALSE,TRUE
DEU,2018,FALSE,TRUE
DEU,2019,FALSE,TRUE
DEU,2020,FALSE,TRUE
DEU,2021,FALSE,TRUE
DEU,2022,FALSE,TRUE
DEU,2023,FALSE,TRUE
DJI,1997,TRUE,FALSE
DJI,1998,TRUE,FALSE
DJI,1999,TRUE,FALSE
DJI,2000,TRUE,FALSE
DJI,2001,TRUE,FALSE
DJI,2002,TRUE,FALSE
DJI,2003,TRUE,FALSE
DJI,2004,TRUE,FALSE
DJI,2005,TRUE,FALSE
DJI,2006,TRUE,FALSE
DJI,2007,TRUE,FALSE
DJI,2008,TRUE,FALSE
DJI,2009,TRUE,FALSE
DJI,2010,TRUE,FALSE
DJI,2011,TRUE,FALSE
DJI,2012,TRUE,FALSE
DJI,2013,TRUE,FALSE
DJI,2014,TRUE,FALSE
DJI,2015,TRUE,FALSE
DJI,2016,TRUE,FALSE
DJI,2017,TRUE,FALSE
DJI,2018,TRUE,FALSE
DJI,2019,TRUE,FALSE
DJI,2020,TRUE,FALSE
DJI,2021,TRUE,FALSE
DJI,2022,TRUE,FALSE
DJI,2023,TRUE,FALSE
DMA,1997,TRUE,TRUE
DMA,1998,TRUE,TRUE
DMA,1999,TRUE,TRUE
DMA,2000,TRUE,TRUE
DMA,2001,TRUE,TRUE
DMA,2002,TRUE,TRUE
DMA,2003,TRUE,TRUE
DMA,2004,TRUE,TRUE
DMA,2005,TRUE,TRUE
DMA,2006,TRUE,TRUE
DMA,2007,TRUE,TRUE
DMA,2008,TRUE,TRUE
DMA,2009,TRUE,TRUE
DMA,2010,TRUE,TRUE
DMA,2011,TRUE,TRUE
DMA,2012,TRUE,TRUE
DMA,2013,TRUE,TRUE
DMA,2014,TRUE,TRUE
DMA,2015,TRUE,TRUE
DMA,2016,TRUE,TRUE
DMA,2017,TRUE,TRUE
DMA,2018,TRUE,TRUE
DMA,2019,TRUE,TRUE
DMA,2020,TRUE,TRUE
DMA,2021,TRUE,TRUE
DMA,2022,TRUE,TRUE
DMA,2023,TRUE,TRUE
DNK,1997,FALSE,FALSE
DNK,1998,FALSE,FALSE
DNK,1999,FALSE,FALSE
DNK,2000,FALSE,FALSE
DNK,2001,FALSE,FALSE
DNK,2002,FALSE,FALSE
DNK,2003,FALSE,FALSE
DNK,2004,FALSE,FALSE
DNK,2005,FALSE,FALSE
DNK,2006,FALSE,FALSE
DNK,2007,TRUE,FALSE
DNK,2008,TRUE,FALSE
DNK,2009,TRUE,FALSE
DNK,2010,TRUE,FALSE
DNK,2011,TRUE,FALSE
DNK,2012,TRUE,FALSE
DNK,2013,TRUE,FALSE
DNK,2014,TRUE,FALSE
DNK,2015,TRUE,FALSE
DNK,2016,TRUE,FALSE
DNK,2017,TRUE,FALSE
DNK,2018,TRUE,FALSE
DNK,2019,TRUE,FALSE
DNK,2020,TRUE,FALSE
DNK,2021,TRUE,FALSE
DNK,2022,TRUE,FALSE
DNK,2023,TRUE,FALSE
DOM,1997,FALSE,FALSE
DOM,1998,FALSE,FALSE
DOM,1999,FALSE,FALSE
DOM,2000,FALSE,FALSE
DOM,2001,FALSE,FALSE
DOM,2002,FALSE,FALSE
DOM,2003,FALSE,FALSE
DOM,2004,FALSE,FALSE
DOM,2005,FALSE,FALSE
DOM,2006,FALSE,FALSE
DOM,2007,FALSE,FALSE
DOM,2008,FALSE,FALSE
DOM,2009,FALSE,FALSE
DOM,2010,FALSE,FALSE
DOM,2011,FALSE,FALSE
DOM,2012,FALSE,FALSE
DOM,2013,FALSE,FALSE
DOM,2014,FALSE,FALSE
DOM,2015,FALSE,FALSE
DOM,2016,FALSE,FALSE
DOM,2017,FALSE,FALSE
DOM,2018,FALSE,FALSE
DOM,2019,FALSE,FALSE
DOM,2020,FALSE,FALSE
DOM,2021,FALSE,FALSE
DOM,2022,FALSE,FALSE
DOM,2023,FALSE,FALSE
DZA,1997,FALSE,FALSE
DZA,1998,FALSE,FALSE
DZA,1999,FALSE,FALSE
DZA,2000,FALSE,FALSE
DZA,2001,FALSE,FALSE
DZA,2002,FALSE,FALSE
DZA,2003,FALSE,FALSE
DZA,2004,FALSE,FALSE
DZA,2005,FALSE,FALSE
DZA,2006,FALSE,FALSE
DZA,2007,FALSE,FALSE
DZA,2008,FALSE,FALSE
DZA,2009,FALSE,FALSE
DZA,2010,FALSE,FALSE
DZA,2011,FALSE,FALSE
DZA,2012,FALSE,FALSE
DZA,2013,FALSE,FALSE
DZA,2014,FALSE,FALSE
DZA,2015,FALSE,FALSE
DZA,2016,FALSE,FALSE
DZA,2017,FALSE,FALSE
DZA,2018,FALSE,FALSE
DZA,2019,FALSE,FALSE
DZA,2020,FALSE,FALSE
DZA,2021,FALSE,FALSE
DZA,2022,FALSE,FALSE
DZA,2023,FALSE,FALSE
ECU,1997,TRUE,FALSE
ECU,1998,TRUE,FALSE
ECU,1999,TRUE,FALSE
ECU,2000,TRUE,FALSE
ECU,2001,TRUE,FALSE
ECU,2002,TRUE,FALSE
ECU,2003,TRUE,FALSE
ECU,2004,TRUE,FALSE
ECU,2005,TRUE,FALSE
ECU,2006,TRUE,FALSE
ECU,2007,TRUE,FALSE
ECU,2008,TRUE,FALSE
ECU,2009,TRUE,FALSE
ECU,2010,TRUE,FALSE
ECU,2011,TRUE,FALSE
ECU,2012,TRUE,FALSE
ECU,2013,TRUE,FALSE
ECU,2014,TRUE,FALSE
ECU,2015,TRUE,FALSE
ECU,2016,TRUE,FALSE
ECU,2017,TRUE,FALSE
ECU,2018,TRUE,FALSE
ECU,2019,TRUE,FALSE
ECU,2020,TRUE,FALSE
ECU,2021,TRUE,FALSE
ECU,2022,TRUE,FALSE
ECU,2023,TRUE,FALSE
EGY,1997,FALSE,FALSE
EGY,1998,FALSE,FALSE
EGY,1999,FALSE,FALSE
EGY,2000,FALSE,FALSE
EGY,2001,FALSE,FALSE
EGY,2002,FALSE,FALSE
EGY,2003,FALSE,FALSE
EGY,2004,FALSE,FALSE
EGY,2005,TRUE,FALSE
EGY,2006,FALSE,FALSE
EGY,2007,FALSE,FALSE
EGY,2008,FALSE,FALSE
EGY,2009,FALSE,FALSE
EGY,2010,FALSE,FALSE
EGY,2011,FALSE,FALSE
EGY,2012,FALSE,FALSE
EGY,2013,FALSE,FALSE
EGY,2014,FALSE,FALSE
EGY,2015,FALSE,FALSE
EGY,2016,FALSE,FALSE
EGY,2017,FALSE,FALSE
EGY,2018,FALSE,FALSE
EGY,2019,FALSE,FALSE
EGY,2020,FALSE,FALSE
EGY,2021,FALSE,FALSE
EGY,2022,FALSE,FALSE
EGY,2023,FALSE,FALSE
ERI,1997,TRUE,FALSE
ERI,1998,TRUE,FALSE
ERI,1999,TRUE,FALSE
ERI,2000,TRUE,FALSE
ERI,2001,TRUE,FALSE
ERI,2002,TRUE,FALSE
ERI,2003,TRUE,FALSE
ERI,2004,TRUE,FALSE
ERI,2005,TRUE,FALSE
ERI,2006,TRUE,FALSE
ERI,2007,TRUE,FALSE
ERI,2008,TRUE,FALSE
ERI,2009,TRUE,FALSE
ERI,2010,TRUE,FALSE
ERI,2011,TRUE,FALSE
ERI,2012,TRUE,FALSE
ERI,2013,TRUE,FALSE
ERI,2014,TRUE,FALSE
ERI,2015,TRUE,FALSE
ERI,2016,TRUE,FALSE
ERI,2017,TRUE,FALSE
ERI,2018,TRUE,FALSE
ERI,2019,TRUE,FALSE
ERI,2020,TRUE,FALSE
ERI,2021,TRUE,FALSE
ERI,2022,TRUE,FALSE
ERI,2023,TRUE,FALSE
ESP,1997,FALSE,FALSE
ESP,1998,FALSE,TRUE
ESP,1999,FALSE,TRUE
ESP,2000,FALSE,TRUE
ESP,2001,FALSE,TRUE
ESP,2002,FALSE,TRUE
ESP,2003,FALSE,TRUE
ESP,2004,FALSE,TRUE
ESP,2005,FALSE,TRUE
ESP,2006,FALSE,TRUE
ESP,2007,FALSE,TRUE
ESP,2008,FALSE,TRUE
ESP,2009,FALSE,TRUE
ESP,2010,FALSE,TRUE
ESP,2011,FALSE,TRUE
ESP,2012,FALSE,TRUE
ESP,2013,FALSE,TRUE
ESP,2014,FALSE,TRUE
ESP,2015,FALSE,TRUE
ESP,2016,FALSE,TRUE
ESP,2017,FALSE,TRUE
ESP,2018,FALSE,TRUE
ESP,2019,FALSE,TRUE
ESP,2020,FALSE,TRUE
ESP,2021,FALSE,TRUE
ESP,2022,FALSE,TRUE
ESP,2023,FALSE,TRUE
EST,1997,TRUE,FALSE
EST,1998,TRUE,FALSE
EST,1999,TRUE,FALSE
EST,2000,TRUE,FALSE
EST,2001,TRUE,FALSE
EST,2002,TRUE,FALSE
EST,2003,TRUE,FALSE
EST,2004,TRUE,FALSE
EST,2005,TRUE,FALSE
EST,2006,TRUE,FALSE
EST,2007,TRUE,FALSE
EST,2008,TRUE,FALSE
EST,2009,TRUE,FALSE
EST,2010,TRUE,FALSE
EST,2011,FALSE,TRUE
EST,2012,FALSE,TRUE
EST,2013,FALSE,TRUE
EST,2014,FALSE,TRUE
EST,2015,FALSE,TRUE
EST,2016,FALSE,TRUE
EST,2017,FALSE,TRUE
EST,2018,FALSE,TRUE
EST,2019,FALSE,TRUE
EST,2020,FALSE,TRUE
EST,2021,FALSE,TRUE
EST,2022,FALSE,TRUE
EST,2023,FALSE,TRUE
ETH,1997,FALSE,FALSE
ETH,1998,FALSE,FALSE
ETH,1999,FALSE,FALSE
ETH,2000,FALSE,FALSE
ETH,2001,FALSE,FALSE
ETH,2002,FALSE,FALSE
ETH,2003,FALSE,FALSE
ETH,2004,FALSE,FALSE
ETH,2005,FALSE,FALSE
ETH,2006,TRUE,FALSE
ETH,2007,TRUE,FALSE
ETH,2008,FALSE,FALSE
ETH,2009,FALSE,FALSE
ETH,2010,FALSE,FALSE
ETH,2011,FALSE,FALSE
ETH,2012,FALSE,FALSE
ETH,2013,FALSE,FALSE
ETH,2014,FALSE,FALSE
ETH,2015,FALSE,FALSE
ETH,2016,FALSE,FALSE
ETH,2017,FALSE,FALSE
ETH,2018,FALSE,FALSE
ETH,2019,FALSE,FALSE
ETH,2020,FALSE,FALSE
ETH,2021,FALSE,FALSE
ETH,2022,FALSE,FALSE
ETH,2023,FALSE,FALSE
FIN,1997,FALSE,FALSE
FIN,1998,FALSE,TRUE
FIN,1999,FALSE,TRUE
FIN,2000,FALSE,TRUE
FIN,2001,FALSE,TRUE
FIN,2002,FALSE,TRUE
FIN,2003,FALSE,TRUE
FIN,2004,FALSE,TRUE
FIN,2005,FALSE,TRUE
FIN,2006,FALSE,TRUE
FIN,2007,FALSE,TRUE
FIN,2008,FALSE,TRUE
FIN,2009,FALSE,TRUE
FIN,2010,FALSE,TRUE
FIN,2011,FALSE,TRUE
FIN,2012,FALSE,TRUE
FIN,2013,FALSE,TRUE
FIN,2014,FALSE,TRUE
FIN,2015,FALSE,TRUE
FIN,2016,FALSE,TRUE
FIN,2017,FALSE,TRUE
FIN,2018,FALSE,TRUE
FIN,2019,FALSE,TRUE
FIN,2020,FALSE,TRUE
FIN,2021,FALSE,TRUE
FIN,2022,FALSE,TRUE
FIN,2023,FALSE,TRUE
FJI,1997,FALSE,FALSE
FJI,1998,FALSE,FALSE
FJI,1999,FALSE,FALSE
FJI,2000,FALSE,FALSE
FJI,2001,FALSE,FALSE
FJI,2002,FALSE,FALSE
FJI,2003,FALSE,FALSE
FJI,2004,FALSE,FALSE
FJI,2005,FALSE,FALSE
FJI,2006,FALSE,FALSE
FJI,2007,FALSE,FALSE
FJI,2008,FALSE,FALSE
FJI,2009,FALSE,FALSE
FJI,2010,FALSE,FALSE
FJI,2011,FALSE,FALSE
FJI,2012,FALSE,FALSE
FJI,2013,FALSE,FALSE
FJI,2014,FALSE,FALSE
FJI,2015,FALSE,FALSE
FJI,2016,FALSE,FALSE
FJI,2017,FALSE,FALSE
FJI,2018,FALSE,FALSE
FJI,2019,FALSE,FALSE
FJI,2020,FALSE,FALSE
FJI,2021,FALSE,FALSE
FJI,2022,FALSE,FALSE
FJI,2023,FALSE,FALSE
FRA,1997,FALSE,FALSE
FRA,1998,FALSE,TRUE
